time,H1038,H2571,H4587,H6376,H7640,H9105,H9625,H9989,H10169
598279501.0000,30.50598319,30.18354708,29.90832483,29.66715400,29.35640501,29.03439853,28.73977345,28.45466612,28.18732723
599594401.0000,30.50598292,30.18354682,29.90832458,29.66715377,29.35640482,29.03439838,28.73977335,28.45466607,28.18732721
600909301.0000,30.50598240,30.18354632,29.90832412,29.66715334,29.35640446,29.03439810,28.73977316,28.45466596,28.18732718
602224201.0000,30.50598213,30.18354605,29.90832387,29.66715311,29.35640426,29.03439795,28.73977305,28.45466590,28.18732716
603539101.0000,30.50598162,30.18354556,29.90832340,29.66715268,29.35640390,29.03439767,28.73977286,28.45466580,28.18732713
604854001.0000,30.50598134,30.18354529,29.90832315,29.66715246,29.35640371,29.03439752,28.73977276,28.45466574,28.18732711
606168901.0000,30.50598083,30.18354480,29.90832269,29.66715203,29.35640335,29.03439725,28.73977257,28.45466564,28.18732708
607483801.0000,30.50598056,30.18354454,29.90832244,29.66715180,29.35640316,29.03439710,28.73977247,28.45466558,28.18732706
608798701.0000,30.50598005,30.18354405,29.90832198,29.66715138,29.35640280,29.03439682,28.73977228,28.45466548,28.18732703
610113601.0000,30.50597978,30.18354378,29.90832173,29.66715116,29.35640261,29.03439668,28.73977218,28.45466542,28.18732702
611428501.0000,30.50597927,30.18354329,29.90832128,29.66715073,29.35640225,29.03439640,28.73977199,28.45466531,28.18732698
612743401.0000,30.50597900,30.18354303,29.90832103,29.66715051,29.35640206,29.03439626,28.73977189,28.45466526,28.18732697
614058301.0000,30.50597850,30.18354255,29.90832057,29.66715009,29.35640171,29.03439598,28.73977170,28.45466515,28.18732694
615373201.0000,30.50597823,30.18354229,29.90832033,29.66714987,29.35640152,29.03439584,28.73977160,28.45466510,28.18732692
616688101.0000,30.50597773,30.18354180,29.90831987,29.66714945,29.35640116,29.03439557,28.73977141,28.45466500,28.18732689
618003001.0000,30.50597746,30.18354154,29.90831963,29.66714923,29.35640097,29.03439542,28.73977131,28.45466494,28.18732687
619317901.0000,30.50597696,30.18354106,29.90831918,29.66714881,29.35640062,29.03439515,28.73977112,28.45466484,28.18732684
620632801.0000,30.50597670,30.18354080,29.90831894,29.66714859,29.35640044,29.03439501,28.73977103,28.45466478,28.18732683
621947701.0000,30.50597620,30.18354032,29.90831848,29.66714818,29.35640008,29.03439474,28.73977084,28.45466468,28.18732680
623262601.0000,30.50597593,30.18354007,29.90831824,29.66714796,29.35639990,29.03439459,28.73977074,28.45466462,28.18732678
624577501.0000,30.50597544,30.18353959,29.90831779,29.66714754,29.35639955,29.03439432,28.73977056,28.45466452,28.18732675
625892401.0000,30.50597517,30.18353933,29.90831755,29.66714732,29.35639936,29.03439418,28.73977046,28.45466447,28.18732673
627207301.0000,30.50597468,30.18353885,29.90831711,29.66714691,29.35639901,29.03439391,28.73977027,28.45466437,28.18732670
628522201.0000,30.50597442,30.18353860,29.90831687,29.66714669,29.35639883,29.03439377,28.73977017,28.45466431,28.18732669
629837101.0000,30.50597393,30.18353812,29.90831642,29.66714628,29.35639848,29.03439350,28.73976999,28.45466421,28.18732666
631152001.0000,30.50597366,30.18353787,29.90831618,29.66714607,29.35639830,29.03439336,28.73976989,28.45466416,28.18732664
632466901.0000,30.50597317,30.18353740,29.90831574,29.66714566,29.35639795,29.03439310,28.73976971,28.45466405,28.18732661
633781801.0000,30.50597292,30.18353715,29.90831550,29.66714544,29.35639777,29.03439296,28.73976961,28.45466400,28.18732659
635096701.0000,30.50597243,30.18353668,29.90831506,29.66714504,29.35639743,29.03439269,28.73976943,28.45466390,28.18732656
636411601.0000,30.50597217,30.18353643,29.90831483,29.66714482,29.35639725,29.03439255,28.73976933,28.45466385,28.18732655
637726501.0000,30.50597168,30.18353596,29.90831438,29.66714442,29.35639690,29.03439229,28.73976915,28.45466375,28.18732652
639041401.0000,30.50597143,30.18353571,29.90831415,29.66714420,29.35639672,29.03439215,28.73976906,28.45466369,28.18732650
640356301.0000,30.50597094,30.18353524,29.90831371,29.66714380,29.35639638,29.03439189,28.73976888,28.45466359,28.18732647
641671201.0000,30.50597069,30.18353499,29.90831348,29.66714359,29.35639620,29.03439175,28.73976878,28.45466354,28.18732646
642986101.0000,30.50597020,30.18353452,29.90831304,29.66714319,29.35639586,29.03439149,28.73976860,28.45466344,28.18732643
644301001.0000,30.50596995,30.18353428,29.90831281,29.66714297,29.35639568,29.03439135,28.73976851,28.45466339,28.18732641
645615901.0000,30.50596947,30.18353381,29.90831237,29.66714257,29.35639534,29.03439109,28.73976833,28.45466329,28.18732638
646930801.0000,30.50596921,30.18353357,29.90831214,29.66714236,29.35639516,29.03439095,28.73976823,28.45466324,28.18732637
648245701.0000,30.50596874,30.18353311,29.90831171,29.66714196,29.35639483,29.03439069,28.73976805,28.45466314,28.18732634
649560601.0000,30.50596848,30.18353286,29.90831148,29.66714176,29.35639465,29.03439055,28.73976796,28.45466309,28.18732632
650875501.0000,30.50596801,30.18353240,29.90831105,29.66714136,29.35639431,29.03439030,28.73976778,28.45466299,28.18732629
652190401.0000,30.50596776,30.18353216,29.90831082,29.66714115,29.35639414,29.03439016,28.73976769,28.45466294,28.18732628
653505301.0000,30.50596728,30.18353170,29.90831039,29.66714075,29.35639380,29.03438990,28.73976751,28.45466284,28.18732625
654820201.0000,30.50596703,30.18353146,29.90831016,29.66714055,29.35639363,29.03438977,28.73976742,28.45466279,28.18732623
656135101.0000,30.50596656,30.18353100,29.90830973,29.66714015,29.35639329,29.03438951,28.73976724,28.45466269,28.18732620
657450001.0000,30.50596631,30.18353076,29.90830951,29.66713995,29.35639312,29.03438938,28.73976715,28.45466264,28.18732619
658764901.0000,30.50596584,30.18353031,29.90830908,29.66713955,29.35639279,29.03438912,28.73976697,28.45466254,28.18732616
660079801.0000,30.50596559,30.18353007,29.90830886,29.66713935,29.35639261,29.03438899,28.73976688,28.45466249,28.18732614
661394701.0000,30.50596512,30.18352961,29.90830843,29.66713896,29.35639228,29.03438873,28.73976670,28.45466239,28.18732611
662709601.0000,30.50596488,30.18352938,29.90830821,29.66713875,29.35639211,29.03438860,28.73976661,28.45466234,28.18732610
664024501.0000,30.50596441,30.18352892,29.90830778,29.66713836,29.35639178,29.03438835,28.73976644,28.45466224,28.18732607
665339401.0000,30.50596416,30.18352869,29.90830756,29.66713816,29.35639161,29.03438821,28.73976634,28.45466219,28.18732605
666654301.0000,30.50596370,30.18352824,29.90830714,29.66713777,29.35639128,29.03438796,28.73976617,28.45466210,28.18732603
667969201.0000,30.50596346,30.18352800,29.90830692,29.66713757,29.35639111,29.03438783,28.73976608,28.45466205,28.18732601
669284101.0000,30.50596299,30.18352755,29.90830649,29.66713718,29.35639078,29.03438758,28.73976591,28.45466195,28.18732598
670599001.0000,30.50596275,30.18352732,29.90830628,29.66713698,29.35639061,29.03438745,28.73976582,28.45466190,28.18732597
671913901.0000,30.50596229,30.18352687,29.90830586,29.66713660,29.35639028,29.03438720,28.73976564,28.45466181,28.18732594
673228801.0000,30.50596205,30.18352664,29.90830564,29.66713640,29.35639011,29.03438707,28.73976555,28.45466176,28.18732592
674543701.0000,30.50596158,30.18352619,29.90830522,29.66713601,29.35638979,29.03438681,28.73976538,28.45466166,28.18732590
675858601.0000,30.50596135,30.18352596,29.90830500,29.66713581,29.35638962,29.03438669,28.73976529,28.45466161,28.18732588
677173501.0000,30.50596089,30.18352552,29.90830458,29.66713543,29.35638930,29.03438644,28.73976512,28.45466152,28.18732585
678488401.0000,30.50596065,30.18352529,29.90830437,29.66713523,29.35638913,29.03438631,28.73976503,28.45466147,28.18732584
679803301.0000,30.50596019,30.18352485,29.90830395,29.66713485,29.35638881,29.03438606,28.73976486,28.45466137,28.18732581
681118201.0000,30.50595995,30.18352462,29.90830374,29.66713466,29.35638864,29.03438593,28.73976477,28.45466132,28.18732579
682433101.0000,30.50595950,30.18352418,29.90830332,29.66713428,29.35638832,29.03438568,28.73976460,28.45466123,28.18732577
683748001.0000,30.50595926,30.18352395,29.90830311,29.66713408,29.35638815,29.03438556,28.73976451,28.45466118,28.18732575
685062901.0000,30.50595881,30.18352351,29.90830270,29.66713370,29.35638783,29.03438531,28.73976434,28.45466109,28.18732572
686377801.0000,30.50595858,30.18352328,29.90830249,29.66713351,29.35638767,29.03438518,28.73976426,28.45466104,28.18732571
687692701.0000,30.50595812,30.18352285,29.90830208,29.66713313,29.35638735,29.03438494,28.73976409,28.45466095,28.18732568
689007601.0000,30.50595789,30.18352262,29.90830186,29.66713294,29.35638718,29.03438481,28.73976400,28.45466090,28.18732567
690322501.0000,30.50595744,30.18352219,29.90830145,29.66713256,29.35638687,29.03438457,28.73976383,28.45466080,28.18732564
691637401.0000,30.50595721,30.18352196,29.90830124,29.66713237,29.35638670,29.03438444,28.73976375,28.45466076,28.18732563
692952301.0000,30.50595676,30.18352153,29.90830084,29.66713200,29.35638639,29.03438420,28.73976358,28.45466066,28.18732560
694267201.0000,30.50595653,30.18352131,29.90830063,29.66713180,29.35638623,29.03438407,28.73976349,28.45466062,28.18732558
695582101.0000,30.50595608,30.18352087,29.90830022,29.66713143,29.35638591,29.03438383,28.73976332,28.45466052,28.18732556
696897001.0000,30.50595585,30.18352065,29.90830001,29.66713124,29.35638575,29.03438371,28.73976324,28.45466048,28.18732554
698211901.0000,30.50595541,30.18352022,29.90829961,29.66713087,29.35638543,29.03438346,28.73976307,28.45466038,28.18732551
699526801.0000,30.50595518,30.18352000,29.90829940,29.66713068,29.35638527,29.03438334,28.73976299,28.45466034,28.18732550
700841701.0000,30.50595473,30.18351957,29.90829900,29.66713031,29.35638496,29.03438310,28.73976282,28.45466025,28.18732547
702156601.0000,30.50595451,30.18351935,29.90829879,29.66713012,29.35638480,29.03438298,28.73976274,28.45466020,28.18732546
703471501.0000,30.50595406,30.18351892,29.90829839,29.66712975,29.35638449,29.03438274,28.73976257,28.45466011,28.18732543
704786401.0000,30.50595384,30.18351871,29.90829819,29.66712957,29.35638433,29.03438262,28.73976249,28.45466006,28.18732542
706101301.0000,30.50595340,30.18351828,29.90829779,29.66712920,29.35638402,29.03438238,28.73976232,28.45465997,28.18732539
707416201.0000,30.50595317,30.18351806,29.90829758,29.66712901,29.35638386,29.03438225,28.73976224,28.45465992,28.18732538
708731101.0000,30.50595273,30.18351764,29.90829718,29.66712865,29.35638355,29.03438202,28.73976207,28.45465983,28.18732535
710046001.0000,30.50595251,30.18351742,29.90829698,29.66712846,29.35638339,29.03438190,28.73976199,28.45465979,28.18732534
711360901.0000,30.50595207,30.18351700,29.90829658,29.66712810,29.35638309,29.03438166,28.73976183,28.45465970,28.18732531
712675801.0000,30.50595185,30.18351678,29.90829638,29.66712791,29.35638293,29.03438154,28.73976174,28.45465965,28.18732530
713990701.0000,30.50595142,30.18351636,29.90829599,29.66712755,29.35638262,29.03438130,28.73976158,28.45465956,28.18732527
715305601.0000,30.50595120,30.18351615,29.90829579,29.66712737,29.35638247,29.03438118,28.73976150,28.45465951,28.18732526
716620501.0000,30.50595076,30.18351573,29.90829539,29.66712700,29.35638216,29.03438095,28.73976134,28.45465942,28.18732523
717935401.0000,30.50595054,30.18351552,29.90829519,29.66712682,29.35638201,29.03438083,28.73976125,28.45465938,28.18732522
719250301.0000,30.50595011,30.18351510,29.90829480,29.66712646,29.35638170,29.03438059,28.73976109,28.45465929,28.18732519
720565201.0000,30.50594989,30.18351489,29.90829460,29.66712628,29.35638155,29.03438047,28.73976101,28.45465924,28.18732517
721880101.0000,30.50594946,30.18351447,29.90829421,29.66712592,29.35638124,29.03438024,28.73976085,28.45465916,28.18732515
723195001.0000,30.50594924,30.18351426,29.90829401,29.66712574,29.35638109,29.03438012,28.73976077,28.45465911,28.18732513
724509901.0000,30.50594881,30.18351385,29.90829362,29.66712538,29.35638079,29.03437989,28.73976061,28.45465902,28.18732511
725824801.0000,30.50594860,30.18351364,29.90829343,29.66712520,29.35638063,29.03437977,28.73976053,28.45465898,28.18732510
727139701.0000,30.50594817,30.18351322,29.90829304,29.66712485,29.35638033,29.03437954,28.73976037,28.45465889,28.18732507
728454601.0000,30.50594795,30.18351302,29.90829284,29.66712467,29.35638018,29.03437942,28.73976029,28.45465884,28.18732506
729769501.0000,30.50594753,30.18351260,29.90829246,29.66712431,29.35637988,29.03437919,28.73976013,28.45465876,28.18732503
731084401.0000,30.50594731,30.18351240,29.90829226,29.66712413,29.35637973,29.03437908,28.73976005,28.45465871,28.18732502
732399301.0000,30.50594689,30.18351199,29.90829188,29.66712378,29.35637943,29.03437885,28.73975989,28.45465862,28.18732499
733714201.0000,30.50594668,30.18351178,29.90829168,29.66712360,29.35637928,29.03437873,28.73975981,28.45465858,28.18732498
735029101.0000,30.50594625,30.18351137,29.90829130,29.66712325,29.35637898,29.03437850,28.73975965,28.45465849,28.18732495
736344001.0000,30.50594604,30.18351117,29.90829111,29.66712307,29.35637883,29.03437839,28.73975957,28.45465845,28.18732494
737658901.0000,30.50594562,30.18351076,29.90829072,29.66712272,29.35637854,29.03437816,28.73975941,28.45465836,28.18732491
738973801.0000,30.50594541,30.18351056,29.90829053,29.66712255,29.35637839,29.03437804,28.73975934,28.45465832,28.18732490
740288701.0000,30.50594499,30.18351015,29.90829015,29.66712220,29.35637809,29.03437782,28.73975918,28.45465823,28.18732487
741603601.0000,30.50594478,30.18350995,29.90828996,29.66712202,29.35637795,29.03437770,28.73975910,28.45465819,28.18732486
742918501.0000,30.50594436,30.18350954,29.90828958,29.66712168,29.35637765,29.03437748,28.73975894,28.45465810,28.18732483
744233401.0000,30.50594415,30.18350934,29.90828939,29.66712150,29.35637750,29.03437736,28.73975887,28.45465806,28.18732482
745548301.0000,30.50594374,30.18350894,29.90828902,29.66712116,29.35637721,29.03437714,28.73975871,28.45465797,28.18732480
746863201.0000,30.50594353,30.18350874,29.90828883,29.66712098,29.35637706,29.03437702,28.73975863,28.45465793,28.18732478
748178101.0000,30.50594312,30.18350834,29.90828845,29.66712064,29.35637677,29.03437680,28.73975848,28.45465784,28.18732476
749493001.0000,30.50594291,30.18350814,29.90828826,29.66712047,29.35637663,29.03437669,28.73975840,28.45465780,28.18732474
750807901.0000,30.50594250,30.18350774,29.90828789,29.66712012,29.35637633,29.03437646,28.73975825,28.45465772,28.18732472
752122801.0000,30.50594229,30.18350754,29.90828770,29.66711995,29.35637619,29.03437635,28.73975817,28.45465767,28.18732471
753437701.0000,30.50594188,30.18350714,29.90828733,29.66711961,29.35637590,29.03437613,28.73975802,28.45465759,28.18732468
754752601.0000,30.50594167,30.18350694,29.90828714,29.66711944,29.35637576,29.03437602,28.73975794,28.45465755,28.18732467
756067501.0000,30.50594126,30.18350655,29.90828677,29.66711910,29.35637547,29.03437580,28.73975779,28.45465746,28.18732464
757382401.0000,30.50594106,30.18350635,29.90828659,29.66711893,29.35637532,29.03437569,28.73975771,28.45465742,28.18732463
758697301.0000,30.50594065,30.18350596,29.90828621,29.66711859,29.35637503,29.03437546,28.73975756,28.45465733,28.18732461
760012201.0000,30.50594045,30.18350576,29.90828603,29.66711842,29.35637489,29.03437535,28.73975748,28.45465729,28.18732459
761327101.0000,30.50594004,30.18350537,29.90828566,29.66711808,29.35637461,29.03437513,28.73975733,28.45465721,28.18732457
762642001.0000,30.50593984,30.18350517,29.90828548,29.66711791,29.35637446,29.03437502,28.73975725,28.45465717,28.18732456
763956901.0000,30.50593944,30.18350478,29.90828511,29.66711758,29.35637418,29.03437480,28.73975710,28.45465708,28.18732453
765271801.0000,30.50593924,30.18350459,29.90828493,29.66711741,29.35637404,29.03437470,28.73975703,28.45465704,28.18732452
766586701.0000,30.50593883,30.18350420,29.90828456,29.66711707,29.35637375,29.03437448,28.73975688,28.45465696,28.18732449
767901601.0000,30.50593863,30.18350400,29.90828438,29.66711691,29.35637361,29.03437437,28.73975680,28.45465692,28.18732448
769216501.0000,30.50593823,30.18350361,29.90828402,29.66711657,29.35637333,29.03437415,28.73975665,28.45465683,28.18732446
770531401.0000,30.50593803,30.18350342,29.90828384,29.66711641,29.35637319,29.03437404,28.73975658,28.45465679,28.18732444
771846301.0000,30.50593763,30.18350304,29.90828347,29.66711607,29.35637291,29.03437383,28.73975643,28.45465671,28.18732442
773161201.0000,30.50593744,30.18350285,29.90828329,29.66711591,29.35637277,29.03437372,28.73975635,28.45465667,28.18732441
774476101.0000,30.50593704,30.18350246,29.90828293,29.66711558,29.35637249,29.03437350,28.73975621,28.45465659,28.18732438
775791001.0000,30.50593684,30.18350227,29.90828275,29.66711541,29.35637235,29.03437340,28.73975613,28.45465655,28.18732437
777105901.0000,30.50593644,30.18350188,29.90828239,29.66711508,29.35637207,29.03437318,28.73975598,28.45465646,28.18732435
778420801.0000,30.50593625,30.18350170,29.90828221,29.66711492,29.35637193,29.03437307,28.73975591,28.45465642,28.18732433
779735701.0000,30.50593585,30.18350131,29.90828185,29.66711459,29.35637165,29.03437286,28.73975576,28.45465634,28.18732431
781050601.0000,30.50593566,30.18350113,29.90828168,29.66711443,29.35637151,29.03437275,28.73975569,28.45465630,28.18732430
782365501.0000,30.50593526,30.18350074,29.90828132,29.66711410,29.35637123,29.03437254,28.73975554,28.45465622,28.18732427
783680401.0000,30.50593507,30.18350056,29.90828114,29.66711394,29.35637110,29.03437244,28.73975547,28.45465618,28.18732426
784995301.0000,30.50593468,30.18350018,29.90828079,29.66711361,29.35637082,29.03437222,28.73975532,28.45465610,28.18732424
786310201.0000,30.50593448,30.18349999,29.90828061,29.66711345,29.35637069,29.03437212,28.73975525,28.45465606,28.18732423
787625101.0000,30.50593409,30.18349961,29.90828026,29.66711313,29.35637041,29.03437191,28.73975510,28.45465598,28.18732420
788940001.0000,30.50593390,30.18349943,29.90828008,29.66711297,29.35637028,29.03437180,28.73975503,28.45465594,28.18732419
790254901.0000,30.50593351,30.18349905,29.90827973,29.66711264,29.35637000,29.03437159,28.73975489,28.45465586,28.18732417
791569801.0000,30.50593332,30.18349887,29.90827956,29.66711248,29.35636987,29.03437149,28.73975482,28.45465582,28.18732415
792884701.0000,30.50593293,30.18349849,29.90827920,29.66711216,29.35636959,29.03437128,28.73975467,28.45465574,28.18732413
794199601.0000,30.50593274,30.18349831,29.90827903,29.66711200,29.35636946,29.03437117,28.73975460,28.45465570,28.18732412
795514501.0000,30.50593235,30.18349793,29.90827868,29.66711168,29.35636919,29.03437096,28.73975446,28.45465562,28.18732409
796829401.0000,30.50593217,30.18349775,29.90827851,29.66711152,29.35636905,29.03437086,28.73975438,28.45465558,28.18732408
798144301.0000,30.50593178,30.18349738,29.90827816,29.66711120,29.35636878,29.03437065,28.73975424,28.45465550,28.18732406
799459201.0000,30.50593159,30.18349720,29.90827799,29.66711105,29.35636865,29.03437055,28.73975417,28.45465546,28.18732405
800774101.0000,30.50593121,30.18349683,29.90827764,29.66711073,29.35636838,29.03437034,28.73975403,28.45465538,28.18732402
802089001.0000,30.50593102,30.18349665,29.90827747,29.66711057,29.35636825,29.03437024,28.73975396,28.45465534,28.18732401
803403901.0000,30.50593064,30.18349628,29.90827712,29.66711025,29.35636798,29.03437003,28.73975381,28.45465526,28.18732399
804718801.0000,30.50593046,30.18349610,29.90827696,29.66711010,29.35636785,29.03436993,28.73975375,28.45465523,28.18732398
806033701.0000,30.50593007,30.18349573,29.90827661,29.66710978,29.35636758,29.03436973,28.73975360,28.45465515,28.18732395
807348601.0000,30.50592989,30.18349555,29.90827644,29.66710963,29.35636745,29.03436963,28.73975353,28.45465511,28.18732394
808663501.0000,30.50592951,30.18349518,29.90827610,29.66710931,29.35636718,29.03436942,28.73975339,28.45465503,28.18732392
809978401.0000,30.50592933,30.18349501,29.90827593,29.66710916,29.35636705,29.03436932,28.73975332,28.45465499,28.18732391
811293301.0000,30.50592895,30.18349464,29.90827559,29.66710884,29.35636678,29.03436912,28.73975318,28.45465491,28.18732388
812608201.0000,30.50592877,30.18349446,29.90827542,29.66710869,29.35636666,29.03436902,28.73975311,28.45465488,28.18732387
813923101.0000,30.50592839,30.18349410,29.90827508,29.66710838,29.35636639,29.03436881,28.73975297,28.45465480,28.18732385
815238001.0000,30.50592821,30.18349392,29.90827491,29.66710823,29.35636626,29.03436871,28.73975290,28.45465476,28.18732384
816552901.0000,30.50592783,30.18349356,29.90827457,29.66710791,29.35636600,29.03436851,28.73975276,28.45465468,28.18732382
817867801.0000,30.50592765,30.18349339,29.90827441,29.66710776,29.35636587,29.03436841,28.73975270,28.45465465,28.18732380
819182701.0000,30.50592728,30.18349302,29.90827407,29.66710745,29.35636561,29.03436821,28.73975256,28.45465457,28.18732378
820497601.0000,30.50592710,30.18349285,29.90827391,29.66710730,29.35636548,29.03436811,28.73975249,28.45465453,28.18732377
821812501.0000,30.50592672,30.18349249,29.90827357,29.66710699,29.35636522,29.03436791,28.73975235,28.45465445,28.18732375
823127401.0000,30.50592655,30.18349232,29.90827341,29.66710684,29.35636509,29.03436781,28.73975228,28.45465442,28.18732374
824442301.0000,30.50592617,30.18349196,29.90827307,29.66710653,29.35636483,29.03436761,28.73975214,28.45465434,28.18732371
825757201.0000,30.50592600,30.18349179,29.90827291,29.66710639,29.35636470,29.03436751,28.73975208,28.45465430,28.18732370
827072101.0000,30.50592563,30.18349143,29.90827257,29.66710608,29.35636444,29.03436731,28.73975194,28.45465423,28.18732368
828387001.0000,30.50592545,30.18349126,29.90827241,29.66710593,29.35636432,29.03436722,28.73975187,28.45465419,28.18732367
829701901.0000,30.50592508,30.18349090,29.90827208,29.66710562,29.35636406,29.03436702,28.73975174,28.45465411,28.18732365
831016801.0000,30.50592491,30.18349073,29.90827192,29.66710548,29.35636393,29.03436692,28.73975167,28.45465408,28.18732364
832331701.0000,30.50592454,30.18349038,29.90827158,29.66710517,29.35636367,29.03436672,28.73975153,28.45465400,28.18732361
833646601.0000,30.50592436,30.18349021,29.90827142,29.66710503,29.35636355,29.03436663,28.73975147,28.45465397,28.18732360
834961501.0000,30.50592400,30.18348985,29.90827109,29.66710472,29.35636329,29.03436643,28.73975133,28.45465389,28.18732358
836276401.0000,30.50592382,30.18348969,29.90827093,29.66710458,29.35636317,29.03436634,28.73975127,28.45465385,28.18732357
837591301.0000,30.50592346,30.18348933,29.90827060,29.66710427,29.35636291,29.03436614,28.73975113,28.45465378,28.18732355
838906201.0000,30.50592329,30.18348917,29.90827045,29.66710413,29.35636279,29.03436604,28.73975106,28.45465374,28.18732354
840221101.0000,30.50592292,30.18348881,29.90827012,29.66710383,29.35636254,29.03436585,28.73975093,28.45465367,28.18732351
841536001.0000,30.50592275,30.18348865,29.90826996,29.66710368,29.35636242,29.03436575,28.73975086,28.45465363,28.18732350
842850901.0000,30.50592239,30.18348830,29.90826963,29.66710338,29.35636216,29.03436556,28.73975073,28.45465356,28.18732348
844165801.0000,30.50592222,30.18348813,29.90826948,29.66710324,29.35636204,29.03436546,28.73975066,28.45465352,28.18732347
845480701.0000,30.50592186,30.18348778,29.90826915,29.66710294,29.35636178,29.03436527,28.73975053,28.45465345,28.18732345
846795601.0000,30.50592169,30.18348762,29.90826900,29.66710280,29.35636167,29.03436518,28.73975047,28.45465341,28.18732344
848110501.0000,30.50592133,30.18348727,29.90826867,29.66710250,29.35636141,29.03436498,28.73975033,28.45465334,28.18732341
849425401.0000,30.50592116,30.18348711,29.90826852,29.66710236,29.35636129,29.03436489,28.73975027,28.45465330,28.18732340
850740301.0000,30.50592080,30.18348676,29.90826819,29.66710206,29.35636104,29.03436470,28.73975013,28.45465323,28.18732338
852055201.0000,30.50592063,30.18348660,29.90826804,29.66710192,29.35636092,29.03436460,28.73975007,28.45465320,28.18732337
853370101.0000,30.50592028,30.18348626,29.90826771,29.66710162,29.35636067,29.03436441,28.73974994,28.45465312,28.18732335
854685001.0000,30.50592011,30.18348609,29.90826756,29.66710148,29.35636055,29.03436432,28.73974988,28.45465309,28.18732334
855999901.0000,30.50591975,30.18348575,29.90826724,29.66710119,29.35636030,29.03436413,28.73974974,28.45465301,28.18732332
857314801.0000,30.50591959,30.18348559,29.90826709,29.66710105,29.35636018,29.03436404,28.73974968,28.45465298,28.18732331
858629701.0000,30.50591923,30.18348525,29.90826677,29.66710075,29.35635993,29.03436384,28.73974955,28.45465291,28.18732329
859944601.0000,30.50591907,30.18348509,29.90826662,29.66710062,29.35635982,29.03436376,28.73974949,28.45465287,28.18732328
861259501.0000,30.50591872,30.18348475,29.90826630,29.66710032,29.35635957,29.03436356,28.73974935,28.45465280,28.18732325
862574401.0000,30.50591855,30.18348459,29.90826615,29.66710019,29.35635945,29.03436347,28.73974929,28.45465276,28.18732324
863889301.0000,30.50591820,30.18348425,29.90826583,29.66709989,29.35635921,29.03436328,28.73974916,28.45465269,28.18732322
865204201.0000,30.50591804,30.18348409,29.90826568,29.66709976,29.35635909,29.03436320,28.73974910,28.45465266,28.18732321
866519101.0000,30.50591769,30.18348375,29.90826536,29.66709947,29.35635884,29.03436301,28.73974897,28.45465259,28.18732319
867834001.0000,30.50591752,30.18348359,29.90826521,29.66709933,29.35635873,29.03436292,28.73974891,28.45465255,28.18732318
869148901.0000,30.50591717,30.18348326,29.90826490,29.66709904,29.35635848,29.03436273,28.73974878,28.45465248,28.18732316
870463801.0000,30.50591701,30.18348310,29.90826475,29.66709891,29.35635837,29.03436264,28.73974872,28.45465245,28.18732315
871778701.0000,30.50591667,30.18348276,29.90826443,29.66709862,29.35635812,29.03436245,28.73974859,28.45465237,28.18732313
873093601.0000,30.50591650,30.18348261,29.90826429,29.66709848,29.35635801,29.03436236,28.73974853,28.45465234,28.18732312
874408501.0000,30.50591616,30.18348227,29.90826397,29.66709819,29.35635777,29.03436218,28.73974840,28.45465227,28.18732310
875723401.0000,30.50591600,30.18348212,29.90826383,29.66709806,29.35635765,29.03436209,28.73974834,28.45465224,28.18732309
877038301.0000,30.50591565,30.18348178,29.90826351,29.66709777,29.35635741,29.03436190,28.73974821,28.45465216,28.18732306
878353201.0000,30.50591549,30.18348163,29.90826337,29.66709764,29.35635730,29.03436182,28.73974815,28.45465213,28.18732305
879668101.0000,30.50591515,30.18348130,29.90826306,29.66709735,29.35635705,29.03436163,28.73974802,28.45465206,28.18732303
880983001.0000,30.50591499,30.18348115,29.90826291,29.66709722,29.35635694,29.03436154,28.73974796,28.45465203,28.18732302
882297901.0000,30.50591465,30.18348081,29.90826260,29.66709694,29.35635670,29.03436136,28.73974783,28.45465196,28.18732300
883612801.0000,30.50591449,30.18348066,29.90826246,29.66709681,29.35635659,29.03436127,28.73974778,28.45465192,28.18732299
884927701.0000,30.50591415,30.18348033,29.90826215,29.66709652,29.35635635,29.03436109,28.73974765,28.45465185,28.18732297
886242601.0000,30.50591399,30.18348018,29.90826201,29.66709639,29.35635624,29.03436100,28.73974759,28.45465182,28.18732296
887557501.0000,30.50591365,30.18347985,29.90826170,29.66709611,29.35635600,29.03436082,28.73974746,28.45465175,28.18732294
888872401.0000,30.50591350,30.18347970,29.90826156,29.66709598,29.35635589,29.03436073,28.73974740,28.45465172,28.18732293
890187301.0000,30.50591316,30.18347937,29.90826125,29.66709570,29.35635565,29.03436055,28.73974728,28.45465165,28.18732291
891502201.0000,30.50591301,30.18347922,29.90826111,29.66709557,29.35635554,29.03436047,28.73974722,28.45465162,28.18732290
892817101.0000,30.50591267,30.18347890,29.90826080,29.66709529,29.35635530,29.03436028,28.73974709,28.45465155,28.18732288
894132001.0000,30.50591251,30.18347875,29.90826066,29.66709516,29.35635520,29.03436020,28.73974704,28.45465152,28.18732287
895446901.0000,30.50591218,30.18347842,29.90826036,29.66709488,29.35635496,29.03436002,28.73974691,28.45465145,28.18732285
896761801.0000,30.50591202,30.18347828,29.90826022,29.66709475,29.35635485,29.03435993,28.73974685,28.45465141,28.18732284
